original english sentences,deepl sentences,google sentences
" it was the landlord of the spotted dog, whose conveyance i had taken"," C'était le propriétaire du chien tacheté, dont j'avais pris le transport.","c'était le propriétaire du chien tacheté, dont j'avais pris le véhicule"
  i stepped over him gingerly and pushed on up the hill,  Je l'ai enjambé avec précaution et j'ai continué à monter la colline.,je l'ai enjambé avec précaution et j'ai continué à gravir la colline
 i made my way by the police station and the college arms towards my own house, Je suis passé par le poste de police et les armes du collège pour me diriger vers ma propre maison.,j'ai traversé le commissariat et les armes du collège vers ma propre maison
" nothing was burning on the hillside, though from the common there still came a red glare and a rolling tumult of ruddy smoke beating up against the drenching hail"," Rien ne brûlait sur le flanc de la colline, mais de la commune on voyait encore une lueur rouge et un tumulte roulant de fumée rougeâtre qui se heurtait à la grêle détrempée.","rien ne brûlait sur le flanc de la colline, même si de la commune il y avait toujours une lueur rouge et un tumulte roulant de fumée rougeâtre battant la grêle détrempée."
" so far as i could see by the flashes, the houses about me were mostly uninjured"," pour autant que je puisse en juger par les éclairs, les maisons qui m'entourent sont pour la plupart intactes","d'après ce que je pouvais voir grâce aux flashs, les maisons autour de moi n'étaient pour la plupart pas endommagées."
 by the college arms a dark heap lay in the road," par les armes du collège, un tas sombre gisait sur la route","près des bras du collège, un tas sombre gisait sur la route"
"  down the road towards maybury bridge there were voices and the sound of feet, but i had not the courage to shout or to go to them","  en descendant la route vers le pont de maybury, on entendait des voix et des bruits de pas, mais je n'avais pas le courage de crier ou d'aller vers eux","sur la route en direction de Maybury Bridge, il y avait des voix et des bruits de pas, mais je n'ai pas eu le courage de crier ou d'aller vers eux."
" i let myself in with my latchkey, closed, locked and bolted the door, staggered to the foot of the staircase, and sat down"," je suis entré avec ma clef de serrure, j'ai fermé, verrouillé et verrouillé la porte, j'ai titubé jusqu'au pied de l'escalier et je me suis assis","je suis entré avec mon passe-partout, j'ai fermé, verrouillé et verrouillé la porte, j'ai chancelé jusqu'au pied de l'escalier et je me suis assis"
" my imagination was full of those striding metallic monsters, and of the dead body smashed against the fence"," mon imagination était pleine de ces monstres métalliques qui déambulaient, et du cadavre écrasé contre la clôture",mon imagination était pleine de ces monstres métalliques marchant et du cadavre écrasé contre la clôture
"  i crouched at the foot of the staircase with my back to the wall, shivering violently","  je me suis accroupi au pied de l'escalier, dos au mur, en frissonnant violemment","je m'accroupis au pied de l'escalier, dos au mur, frissonnant violemment"
     xi,     xi,xi
 at the window, à la fenêtre,à la fenêtre
   i have already said that my storms of emotion have a trick of exhausting themselves,   J'ai déjà dit que mes tempêtes d'émotions ont le don de s'épuiser d'elles-mêmes,j'ai déjà dit que mes tempêtes d'émotions ont tendance à s'épuiser
" after a time i discovered that i was cold and wet, and with little pools of water about me on the stair carpet"," au bout d'un certain temps, je me suis rendu compte que j'avais froid et que j'étais mouillé, avec de petites flaques d'eau autour de moi sur le tapis de l'escalier","au bout d'un moment, j'ai découvert que j'avais froid et mouillé, et que j'avais de petites flaques d'eau autour de moi sur le tapis de l'escalier."
" i got up almost mechanically, went into the dining room and drank some whisky, and then i was moved to change my clothes"," je me suis levé presque machinalement, je suis allé dans la salle à manger et j'ai bu un peu de whisky, puis on m'a fait changer de vêtements","je me suis levé presque machinalement, je suis allé dans la salle à manger et j'ai bu du whisky, puis j'ai été poussé à me changer"
"  after i had done that i went upstairs to my study, but why i did so i do not know","  Après avoir fait cela, je suis monté dans mon bureau, mais je ne sais pas pourquoi j'ai fait cela.","après avoir fait cela, je suis monté dans mon bureau, mais pourquoi je l'ai fait, je ne sais pas"
 the window of my study looks over the trees and the railway towards horsell common, la fenêtre de mon bureau donne sur les arbres et la voie ferrée en direction de horsell common,la fenêtre de mon bureau donne sur les arbres et la voie ferrée en direction de Horsell Common
 in the hurry of our departure this window had been left open," dans la précipitation de notre départ, cette fenêtre était restée ouverte","dans la précipitation de notre départ, cette fenêtre était restée ouverte"
" the passage was dark, and, by contrast with the picture the window frame enclosed, the side of the room seemed impenetrably dark"," le passage était sombre et, par contraste avec l'image que le cadre de la fenêtre renfermait, le côté de la pièce semblait impénétrablement sombre","le passage était sombre et, contrairement au tableau que le cadre de la fenêtre enfermait, le côté de la pièce semblait impénétrablement sombre."
 i stopped short in the doorway, je me suis arrêtée net dans l'embrasure de la porte,je me suis arrêté net dans l'embrasure de la porte
  the thunderstorm had passed,  l'orage est passé,l'orage était passé
" the towers of the oriental college and the pine trees about it had gone, and very far away, lit by a vivid red glare, the common about the sand-pits was visible"," les tours du collège oriental et les pins qui l'entouraient avaient disparu, et très loin, éclairé par une vive lueur rouge, on voyait le terrain communal autour des sablières","les tours du collège oriental et les pins qui l'entouraient avaient disparu, et très loin, éclairé par un éclat rouge vif, on apercevait la commune autour des sablières."
" across the light huge black shapes, grotesque and strange, moved busily to and fro"," dans la lumière, d'immenses formes noires, grotesques et étranges, allaient et venaient.","à travers la lumière, d'immenses formes noires, grotesques et étranges, se déplaçaient activement d'avant en arrière"
"  it seemed indeed as if the whole country in that direction was on fireâ€”a broad hillside set with minute tongues of flame, swaying and writhing with the gusts of the dying storm, and throwing a red reflection upon the cloud scud above","  Il semblait en effet que tout le pays dans cette direction était en feu - une large colline parsemée de minuscules langues de flamme, se balançant et se tordant avec les rafales de la tempête mourante, et jetant un reflet rouge sur la boue nuageuse au-dessus.","il semblait en effet que tout le pays dans cette direction était en feu – une large colline sertie de minuscules langues de flammes, se balançant et se tordant avec les rafales de la tempête mourante, et jetant un reflet rouge sur le nuage au-dessus."
